title,genres,vote_average,popularity
Back to School,"[{'id': 35, 'name': 'Comedy'}]",6.4,6.669879
Heartburn,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9,16.071191
Nothing in Common,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.1,8.750517
Extremities,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0,10.273979
The Karate Kid,"[{'id': 18, 'name': 'Drama'}]",6.9,7.64499
"The Karate Kid, Part II","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",5.9,9.231318
"The Karate Kid, Part III","[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",5.5,6.441664
National Lampoon's Christmas Vacation,"[{'id': 35, 'name': 'Comedy'}]",7.1,9.802574
You've Got Mail,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3,10.237996
The General,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.5,2.21138
The Theory of Flight,"[{'id': 18, 'name': 'Drama'}]",6.0,0.836911
The Thin Red Line,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.2,9.783966
The Faculty,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",6.2,13.462253
Mighty Joe Young,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",5.9,6.939576
Mighty Joe Young,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.7,2.812461
Patch Adams,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0,12.52181
Stepmom,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.9,7.17892
A Civil Action,"[{'id': 18, 'name': 'Drama'}]",6.1,9.353499
Down in the Delta,"[{'id': 18, 'name': 'Drama'}]",6.4,0.670559
Hurlyburly,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.6,7.352493
Tea with Mussolini,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",5.8,3.094893
Wilde,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.7,3.895735
Outside Ozona,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,1.28977
Affliction,"[{'id': 18, 'name': 'Drama'}]",5.8,4.40959
Another Day in Paradise,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.4,2.58581
The Hi-Lo Country,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",4.7,6.971268
Hilary and Jackie,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",6.5,6.387602
Playing by Heart,"[{'id': 18, 'name': 'Drama'}]",6.6,3.010088
24 7: Twenty Four Seven,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3,0.477356
At First Sight,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.9,7.638813
In Dreams,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.4,6.028168
Varsity Blues,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,9.162643
Virus,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.0,7.116537
The Garbage Pail Kids Movie,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",3.0,3.47192
Howard the Duck,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.1,10.722672
The Gate,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]",5.9,4.742709
The Gate II: Trespassers,"[{'id': 27, 'name': 'Horror'}]",5.3,1.214091
The Boy Who Could Fly,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",6.0,3.791972
The Fly,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",6.9,8.407369
The Fly,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",7.1,13.534589
The Fly II,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.2,9.207436
Running Scared,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.4,4.819467
Armed and Dangerous,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.3,5.037671
The Texas Chain Saw Massacre,"[{'id': 27, 'name': 'Horror'}]",7.1,15.526413
The Texas Chainsaw Massacre 2,"[{'id': 27, 'name': 'Horror'}]",5.8,9.501011
Leatherface: Texas Chainsaw Massacre III,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.1,5.79907
Texas Chainsaw Massacre: The Next Generation,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",3.9,6.854576
Ruthless People,"[{'id': 35, 'name': 'Comedy'}]",6.7,7.427491
Trick or Treat,"[{'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",5.6,2.612214
Deadly Friend,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.9,5.012318
Belizaire the Cajun,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",5.0,0.063442
The Name of the Rose,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",7.2,11.469751
Jumpin' Jack Flash,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.9,4.477284
Peggy Sue Got Married,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",5.9,7.471655
Crocodile Dundee,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",6.3,7.791212
Crocodile Dundee II,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.5,8.948565
Tough Guys,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.7,2.86084
Soul Man,"[{'id': 35, 'name': 'Comedy'}]",5.4,3.589199
The Color of Money,"[{'id': 18, 'name': 'Drama'}]",6.7,11.613655
52 Pick-Up,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.8,15.921964
Heartbreak Ridge,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.5,7.390012
Firewalker,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.0,3.150899
¡Three Amigos!,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",6.3,6.377624
Gloria,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.5,1.807605
Dry Cleaning,"[{'id': 18, 'name': 'Drama'}]",4.7,1.018341
My Name Is Joe,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.1,1.878973
Still Crazy,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",7.1,11.089962
The Day of the Beast,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",6.9,5.759423
Tinseltown,[],5.0,0.036471
She's All That,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.7,7.064982
The 24 Hour Woman,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2.0,1.403627
"Blood, Guts, Bullets and Octane","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",6.0,0.137676
Peeping Tom,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7.6,7.229587
Spanish Fly,[],0.0,0.12732
Payback,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.7,9.112008
Simply Irresistible,"[{'id': 35, 'name': 'Comedy'}]",5.5,6.053045
20 Dates,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",3.7,0.759793
Comedian Harmonists,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",6.7,0.799079
The Last Days,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",7.7,1.380947
Fantastic Planet,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",7.6,6.305008
Blast from the Past,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.3,8.355977
Message in a Bottle,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.9,5.101392
My Favorite Martian,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",5.1,12.65102
"God Said, 'Ha!'","[{'id': 35, 'name': 'Comedy'}]",8.0,0.054592
Jawbreaker,"[{'id': 35, 'name': 'Comedy'}]",5.9,7.434797
October Sky,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",7.4,6.652528
Office Space,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.4,12.329066
The Apple,"[{'id': 18, 'name': 'Drama'}]",7.3,0.561987
200 Cigarettes,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1,3.227046
8MM,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.1,7.473718
The Other Sister,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,3.816491
Breakfast of Champions,"[{'id': 35, 'name': 'Comedy'}]",5.2,2.421573
The Breaks,"[{'id': 35, 'name': 'Comedy'}]",5.2,0.167229
Eight Days a Week,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0,4.515523
Just the Ticket,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.8,1.165752
The Long Goodbye,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",7.3,7.204017
The Ballad of Narayama,"[{'id': 18, 'name': 'Drama'}]",7.1,1.925839
Pet Sematary,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",6.4,8.365761
Pet Sematary II,"[{'id': 27, 'name': 'Horror'}]",5.0,6.823445
Children of the Corn II: The Final Sacrifice,"[{'id': 27, 'name': 'Horror'}]",4.5,8.357875
Children of the Corn III: Urban Harvest,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",4.7,4.411511
Christine,"[{'id': 27, 'name': 'Horror'}]",6.5,7.106757
Night Shift,"[{'id': 35, 'name': 'Comedy'}]",5.9,4.535207
House on Haunted Hill,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.9,5.738218
Airport,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2,7.873018
Airport 1975,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.5,8.480501
Airport '77,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.8,9.394776
Rollercoaster,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.4,3.494417
The Towering Inferno,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",7.1,7.469056
Alligator,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.6,5.500439
Meteor,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.1,4.695793
Westworld,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",6.7,6.529052
Logan's Run,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",6.6,6.842274
Planet of the Apes,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",7.5,17.784978
Beneath the Planet of the Apes,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",6.2,12.325947
Battle for the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.5,11.644764
Conquest of the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.1,12.843375
Escape from the Planet of the Apes,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",6.3,12.120267
Avalanche,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",3.2,1.192297
Earthquake,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.6,6.657792
The Concorde... Airport '79,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.7,3.514331
Beyond the Poseidon Adventure,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",5.3,3.276763
The Dancemaker,"[{'id': 99, 'name': 'Documentary'}]",7.0,0.042361
Analyze This,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.4,7.634017
The Corruptor,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.1,9.208831
Cruel Intentions,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",6.6,8.181065
"Lock, Stock and Two Smoking Barrels","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",7.5,4.60786
Six Ways to Sunday,"[{'id': 35, 'name': 'Comedy'}]",6.1,5.204937
The School of Flesh,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",5.7,1.085907
Relax... It's Just Sex,"[{'id': 35, 'name': 'Comedy'}]",3.7,0.407322
The Deep End of the Ocean,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.0,5.78468
Harvest,"[{'id': 18, 'name': 'Drama'}]",0.0,0.00118
The Rage: Carrie 2,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.1,4.766591
Wing Commander,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",4.0,5.924059
The Haunting,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7.2,10.461285
Dead Ringers,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7.0,5.53202
My Boyfriend's Back,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5.4,2.183504
Village of the Damned,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",7.1,6.39955
Children of the Damned,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.9,2.416299
Baby Geniuses,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",3.3,7.707344
Telling You,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1.5,0.376634
I Stand Alone,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.5,6.138782
Forces of Nature,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",5.1,7.906035
The King and I,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.0,1.466461
Ravenous,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",6.8,5.486645
True Crime,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.3,11.600645
Bandits,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",5.4,0.531412
Dangerous Beauty,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.9,4.79927
The Empty Mirror,"[{'id': 18, 'name': 'Drama'}]",6.0,0.041825
The King and I,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",7.3,7.630723
Doug's 1st Movie,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",5.4,2.924948
Edtv,"[{'id': 35, 'name': 'Comedy'}]",5.7,7.48939
The Mod Squad,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.1,3.826503
Among Giants,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.5,0.381749
A Walk on the Moon,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.2,7.703645
The Matrix,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",7.9,33.366332
10 Things I Hate About You,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",7.3,12.069966
Tango,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",6.8,0.596717
The Out-of-Towners,"[{'id': 35, 'name': 'Comedy'}]",5.1,9.019881
The Dreamlife of Angels,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.9,0.417705
"Love, etc.",[],6.0,0.227517
Metroland,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.1,0.503503
The Sticky Fingers of Time,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",4.8,0.623073
Following,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.2,5.283661
Go,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",7.0,8.344282
Never Been Kissed,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.8,7.257679
Twin Dragons,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",6.2,10.222076
Cookie's Fortune,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.2,3.380684
Foolish,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.3,0.431822
Lovers of the Arctic Circle,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",7.1,2.995334
Goodbye Lover,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",5.8,8.661415
Life,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.4,7.579444
Friends & Lovers,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.5,1.53188
Hideous Kinky,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.2,2.402484
Jeanne and the Perfect Guy,"[{'id': 18, 'name': 'Drama'}]",4.5,0.38359
The Joyriders,[],6.0,0.505964
The Monster,"[{'id': 35, 'name': 'Comedy'}]",6.8,4.700084
Open Your Eyes,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.4,8.842959
Photographer,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",0.0,0.001187
SLC Punk,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",7.3,4.370812
Lost & Found,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.9,1.337096
Pushing Tin,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.7,7.073467
Election,"[{'id': 35, 'name': 'Comedy'}]",6.7,7.174396
eXistenZ,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",6.7,11.446138
A Little Bit of Soul,[],5.0,0.353206
The Mighty Peking Man,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",4.8,1.867807
Nô,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.0,0.187537
Let It Come Down: The Life of Paul Bowles,"[{'id': 99, 'name': 'Documentary'}]",0.0,0.001824
Entrapment,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.0,10.62333
Idle Hands,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",6.1,6.851628
Get Real,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.6,2.196587
Heaven,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.1,0.310475
The King of Masks,"[{'id': 18, 'name': 'Drama'}]",7.8,2.291724
Three Seasons,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.8,0.632591
The Winslow Boy,"[{'id': 18, 'name': 'Drama'}]",6.4,2.69143
Mildred Pierce,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.4,4.497049
Night of the Comet,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",6.1,4.947043
Chopping Mall,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.5,8.034105
My Science Project,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",6.1,3.868014
Dick Tracy,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.9,8.304776
The Mummy,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",6.6,23.984065
The Castle,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.4,4.337545
Mascara,[],6.0,0.970449
This Is My Father,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.5,1.704254
Xiu Xiu: The Sent-Down Girl,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",7.3,1.286747
A Midsummer Night's Dream,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.4,6.078792
Trippin',"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.5,0.218263
After Life,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",7.3,2.916805
Black Mask,"[{'id': 28, 'name': 'Action'}]",5.8,7.632785
